city,date,fare,ride_id
Karenside,2019-03-15 15:11,31.89,5438260000000
South Phillip,2019-05-01 23:05,38.46,3438540000000
South Karenland,2019-05-08 11:38,19.77,7837160000000
Royland,2019-02-21 22:19,5.95,8419470000000
South Phillip,2019-01-20 17:35,24,7335380000000
South Phillip,2019-05-02 1:04,24.23,122973000000
West Gabriel,2019-03-09 4:39,14.41,8736180000000
South Karenland,2019-01-14 2:07,24.71,8612310000000
Robertport,2019-04-27 10:55,11.42,9229560000000
Roberthaven,2019-02-12 7:58,37,4695880000000
West Christopherberg,2019-01-11 21:37,44.76,2736820000000
Robertport,2019-03-21 5:48,8.2,3399770000000
West Anthony,2019-02-07 16:55,33.51,4163120000000
New Kimberlyborough,2019-02-09 13:28,6.43,6447150000000
Loganberg,2019-02-02 23:09,7.12,1273500000000
West Samuelburgh,2019-01-11 1:36,25.07,150842000000
New Kimberlyborough,2019-04-24 18:35,28.87,7937080000000
Roberthaven,2019-04-25 14:14,22.75,7370170000000
Barajasview,2019-04-03 15:25,44.15,9596160000000
Royland,2019-02-22 22:46,10.19,8898720000000
Rogerston,2019-03-14 14:43,10.29,7434760000000
Christopherfurt,2019-02-12 14:24,11.7,8493510000000
West Gabriel,2019-02-20 6:07,8.44,6912410000000
South Karenland,2019-04-18 13:07,8.56,7557920000000
Williamsview,2019-04-26 0:30,20.89,2565030000000
Deanville,2019-03-05 9:44,42.79,3624950000000
West Samuelburgh,2019-01-16 3:43,14.93,501861000000
North Barbara,2019-02-14 11:29,4.11,7676960000000
Christopherfurt,2019-03-10 7:36,22.65,5004640000000
Jerryton,2019-02-01 16:39,37.7,9580450000000
South Latoya,2019-02-09 20:42,12.17,9006320000000
South Latoya,2019-03-04 12:20,5.04,9877400000000
West Gabriel,2019-03-17 4:22,15.95,9297070000000
Lake Jonathanshire,2019-01-23 21:43,21.11,7711470000000
North Jasmine,2019-02-10 20:19,31.38,4746800000000
Raymondhaven,2019-04-15 12:15,6.74,6814070000000
Port Johnbury,2019-03-25 2:17,41.61,8060550000000
North Barbara,2019-01-17 18:14,18.27,378378000000
New Kimberlyborough,2019-01-27 14:49,23.09,5575540000000
Carriemouth,2019-02-26 5:24,19.05,1954600000000
West Samuelburgh,2019-02-05 21:02,31.94,6733380000000
Martinezhaven,2019-02-17 21:48,34.27,234041000000
North Barbara,2019-04-30 5:22,28.89,3280920000000
Valentineton,2019-02-08 19:05,36.23,6667400000000
West Robert,2019-02-09 5:16,26.1,18586563147
Roberthaven,2019-04-07 16:53,13.4,4901740000000
West Gabriel,2019-04-20 5:31,23.69,4906120000000
Karenberg,2019-02-18 19:28,44.08,7216870000000
Rogerston,2019-03-08 3:46,17.81,8564690000000
West Angela,2019-01-12 1:55,20.46,5241310000000
New Kimberlyborough,2019-04-01 12:09,10.76,9128310000000
Justinberg,2019-02-20 15:05,31.31,9201630000000
South Michelleport,2019-01-02 0:56,37.34,7660980000000
South Evanton,2019-01-11 11:02,39.99,9389410000000
Johnton,2019-04-11 13:41,33.12,7226100000000
Grahamburgh,2019-04-03 13:27,5.09,8563290000000
Rogerston,2019-02-16 2:04,20.64,8147120000000
South Karenland,2019-04-21 11:42,7.44,3546760000000
North Barbara,2019-03-08 9:24,29.15,96327208793
Jerryton,2019-03-20 1:28,15.37,931768000000
West Christopherberg,2019-04-25 6:22,35.39,7477240000000
South Jack,2019-02-13 9:20,32.64,880719000000
Port Samanthamouth,2019-01-28 23:59,15.49,3267080000000
New Paulton,2019-03-29 19:12,43.79,7069180000000
Carriemouth,2019-04-18 17:01,37.63,7736870000000
North Jasmine,2019-02-27 1:34,35.31,9250350000000
Rogerston,2019-01-16 8:38,31.34,132229000000
Port David,2019-02-03 1:11,21.2,571426000000
Williamsview,2019-04-11 20:41,33.68,2743580000000
South Evanton,2019-04-26 4:37,42.99,4021950000000
South Evanton,2019-03-25 15:50,23.48,4595710000000
Port David,2019-04-07 23:44,39.51,5955260000000
West Christopherberg,2019-02-08 23:04,14.22,3725590000000
New Paulton,2019-03-19 23:42,40.2,8200670000000
Leahton,2019-02-04 8:07,15.37,9588330000000
Valentineton,2019-04-28 9:10,5.73,211077000000
Port David,2019-03-14 9:28,9.22,3636090000000
West Robert,2019-02-12 1:20,14.8,8061830000000
Valentineton,2019-01-02 1:46,34.79,6364350000000
Port Johnbury,2019-02-20 4:27,27.1,3559370000000
Richardfort,2019-03-04 22:13,14.83,9474110000000
Karenberg,2019-01-08 13:51,9.5,1452910000000
West Robert,2019-03-14 15:25,18.28,4582730000000
New Paulville,2019-02-15 23:58,28.18,2042630000000
West Patrickchester,2019-05-03 1:24,44.85,9421080000000
Loganberg,2019-04-03 9:30,5.16,9234860000000
Pattyland,2019-05-02 20:17,4.23,165885000000
West Christopherberg,2019-02-20 15:23,26.9,1241900000000
Leahton,2019-02-05 18:06,8.38,5895520000000
Richardfort,2019-03-28 19:33,7.75,5539060000000
West Anthony,2019-03-11 12:23,41.37,1133820000000
East Kaylahaven,2019-04-17 0:28,41.19,632034000000
Williamsstad,2019-04-01 17:37,16.83,1516900000000
South Phillip,2019-02-12 22:04,23.69,3667620000000
West Samuelburgh,2019-01-18 10:57,16.96,3936670000000
Royland,2019-03-24 10:24,10.05,2956670000000
Justinberg,2019-01-24 10:16,8.83,1863370000000
Karenberg,2019-01-30 10:51,8.79,3832470000000
North Markport,2019-04-09 14:55,20.23,2580600000000
Roberthaven,2019-03-17 14:48,26.71,9351520000000
Royland,2019-01-11 14:23,43.07,758051000000
Hurleymouth,2019-01-31 2:49,19.23,9537340000000
Roberthaven,2019-04-22 4:12,31.29,4104820000000
Grahamburgh,2019-03-16 10:03,30.66,4739690000000
Johnton,2019-04-26 17:02,4.63,3435310000000
Huntermouth,2019-05-07 8:47,25.83,961632000000
Pattyland,2019-03-19 20:41,18.17,9394780000000
West Robert,2019-04-16 16:16,25.65,3598780000000
Leahton,2019-04-13 10:54,18.25,6160380000000
Port Frank,2019-04-18 0:39,33.73,2262740000000
Port Frank,2019-02-28 7:39,33.83,1263730000000
West Josephberg,2019-03-08 21:57,9.54,8122520000000
Grahamburgh,2019-02-08 13:28,10.63,3654330000000
Williamsstad,2019-05-06 19:34,26.43,8987900000000
North Barbara,2019-03-27 9:44,33.4,5616230000000
South Phillip,2019-04-17 18:42,42.3,1295830000000
Erikaland,2019-02-05 4:51,14.13,9877190000000
Port Samanthamouth,2019-01-19 19:54,38.58,2627710000000
North Jasmine,2019-04-21 15:15,5.31,2978640000000
West Gabriel,2019-04-27 0:34,37.74,7635910000000
Rodneyfort,2019-02-06 11:01,27.87,9791960000000
New Paulton,2019-04-27 23:26,19.06,200115000000
Hurleymouth,2019-04-22 2:31,9.14,5563890000000
South Phillip,2019-03-02 7:23,30.62,4979350000000
West Ericstad,2019-01-25 20:18,23.27,2128080000000
Port Samanthamouth,2019-03-20 5:48,36.7,818658000000
West Josephberg,2019-01-17 5:32,7.87,2300520000000
Port Angela,2019-03-10 19:24,43.18,1889760000000
West Gabriel,2019-04-25 14:28,10.86,8501530000000
Hurleymouth,2019-02-15 2:10,42.61,9952000000000
Jerryton,2019-04-18 6:08,42.8,2662880000000
Lake Danielberg,2019-02-09 19:09,10.62,9241720000000
South Phillip,2019-01-14 18:26,41.66,2773170000000
West Robert,2019-03-28 15:00,35.88,2845460000000
New Kimberlyborough,2019-04-28 12:48,33.35,9501640000000
New Paulville,2019-05-02 18:20,12.08,616282000000
West Josephberg,2019-04-30 14:45,40.08,5405560000000
Erikaland,2019-03-17 16:51,39.58,6422630000000
North Madeline,2019-04-08 20:26,25.79,9441480000000
West Heidi,2019-04-06 21:40,23.41,9786800000000
Reynoldsfurt,2019-02-02 2:52,29.07,1864210000000
South Latoya,2019-01-18 6:04,5.69,701359000000
Amandaburgh,2019-03-07 2:26,18.76,3419450000000
West Josephberg,2019-01-20 1:27,38.39,4397730000000
Lake Jonathanshire,2019-01-29 0:19,41.05,6649690000000
West Anthony,2019-04-18 23:10,31.16,8478260000000
Raymondhaven,2019-04-06 13:52,30.36,8733070000000
Hurleymouth,2019-01-11 12:59,37.44,7883630000000
Roberthaven,2019-01-28 10:23,21.72,7329970000000
New Paulville,2019-04-29 23:05,14.59,3633770000000
Robertport,2019-03-26 22:47,13.34,5448150000000
Port Frank,2019-01-19 13:08,4.86,5084600000000
Rogerston,2019-03-26 4:27,13.97,2819920000000
Liumouth,2019-01-16 21:55,6.02,3852180000000
Lake Danielberg,2019-01-21 12:52,14.09,9568310000000
West Josephberg,2019-03-21 15:44,6.13,2303870000000
Leahton,2019-01-15 2:30,21.95,1795520000000
Huntermouth,2019-04-03 7:02,29.88,8967620000000
Lake Danielberg,2019-05-03 15:35,19.97,554189000000
Loganberg,2019-02-21 13:09,7.49,641484000000
North Madeline,2019-02-16 15:06,37.75,1453600000000
Hurleymouth,2019-04-09 9:17,20.31,2511590000000
Port Johnbury,2019-03-30 20:43,19.48,5137840000000
Royland,2019-05-07 14:58,36.22,2538030000000
Richardfort,2019-02-14 3:27,44.11,2503860000000
Johnton,2019-01-25 13:17,28.14,7110470000000
North Jason,2019-04-12 6:19,33.12,1713990000000
South Phillip,2019-01-05 17:50,41.55,8825680000000
Reynoldsfurt,2019-01-21 16:07,25.19,1033220000000
West Ericstad,2019-04-12 12:08,27.69,4567960000000
Richardfort,2019-04-27 11:59,30.31,6106450000000
West Heidi,2019-04-22 0:38,8.89,5408400000000
Johnton,2019-03-04 10:30,36.76,3273290000000
West Angela,2019-01-02 9:28,19.81,9739970000000
Leahton,2019-02-28 20:02,31.01,2116500000000
Johnton,2019-04-11 14:40,16.63,7248460000000
Port David,2019-01-21 2:29,32.92,857957000000
New Kimberlyborough,2019-04-01 4:31,35.11,8275820000000
Port Frank,2019-02-26 5:03,25.18,7280800000000
Barajasview,2019-01-24 5:58,9.21,1841070000000
South Phillip,2019-04-21 10:31,32.85,2752330000000
North Jasmine,2019-04-03 13:15,19.66,9206120000000
New Kimberlyborough,2019-03-13 9:48,14.84,1839170000000
North Jasmine,2019-01-05 16:39,26.72,3669060000000
Reynoldsfurt,2019-02-13 10:29,7.43,5244430000000
North Barbara,2019-05-05 15:15,38.15,256007000000
South Karenland,2019-04-23 9:19,12.34,9185790000000
North Jasmine,2019-04-17 7:34,22.41,4198040000000
East Kaylahaven,2019-02-16 21:02,34.42,7999610000000
West Samuelburgh,2019-03-07 20:34,34.22,1129570000000
Richardfort,2019-03-03 11:57,11.42,2916080000000
West Heidi,2019-02-19 21:08,7.64,8966130000000
Raymondhaven,2019-05-08 4:39,18.45,1811570000000
North Markport,2019-04-29 11:39,19.8,1839020000000
New Paulton,2019-02-17 8:20,37.44,7429670000000
Karenside,2019-01-25 3:33,19.6,4716960000000
South Jack,2019-03-03 9:00,29.88,2153390000000
South Michelleport,2019-01-20 5:30,34.72,6387940000000
North Jason,2019-04-01 14:43,40.45,1101700000000
Joneschester,2019-01-26 19:19,13.77,6678140000000
Amandaburgh,2019-01-02 9:57,33.06,6330660000000
North Jason,2019-03-28 18:03,42.75,4271680000000
Roberthaven,2019-01-28 22:09,28.11,6228200000000
South Karenland,2019-02-13 3:55,24.16,3274620000000
Rogerston,2019-01-23 18:16,21.64,3849700000000
Robertport,2019-02-14 4:42,18.38,9072930000000
West Samuelburgh,2019-01-06 13:23,11.01,73344113439
New Paulton,2019-04-06 16:21,38.8,8523230000000
Port Johnbury,2019-04-12 3:43,8.42,39663640391
South Karenland,2019-05-03 16:09,19.69,2542830000000
Liumouth,2019-03-22 20:35,39.96,6162500000000
South Evanton,2019-04-29 13:54,5.16,314703000000
Huntermouth,2019-04-20 9:38,23.65,3496020000000
Simpsonburgh,2019-04-26 22:20,29.22,4452630000000
Valentineton,2019-02-17 5:51,21.74,4882230000000
Deanville,2019-01-12 7:32,39.45,419668000000
South Karenland,2019-04-27 16:20,6.62,9440450000000
Lake Jonathanshire,2019-03-22 14:33,18.72,4675970000000
East Kaylahaven,2019-03-01 15:07,23.45,3219970000000
Port David,2019-04-12 5:32,35.51,2988690000000
West Gabriel,2019-01-30 15:37,25.64,3458710000000
South Evanton,2019-02-13 16:46,44.33,3933480000000
Richardfort,2019-01-13 10:08,25.81,9110910000000
North Madeline,2019-04-04 6:42,25.38,6907040000000
South Evanton,2019-04-06 16:41,9.3,1037050000000
Royland,2019-02-18 2:03,8.32,5213110000000
Hurleymouth,2019-01-07 15:53,20.01,4462370000000
West Anthony,2019-04-08 6:21,20.83,9582300000000
Martinezhaven,2019-02-14 2:51,27.16,2199000000000
North Jasmine,2019-01-21 21:00,33.06,4263010000000
Carriemouth,2019-04-15 8:00,40.03,2667930000000
Lake Scottton,2019-01-21 4:20,21.81,294152000000
Hurleymouth,2019-01-17 17:07,24.86,9295340000000
North Barbara,2019-03-17 17:07,6.12,5476940000000
Royland,2019-04-23 1:14,40.39,338532000000
North Jason,2019-01-12 19:19,9.97,8000610000000
West Ericstad,2019-01-27 4:30,29.05,7599450000000
Joneschester,2019-03-13 6:10,27.79,1264450000000
North Madeline,2019-05-03 0:07,16.44,212158000000
Loganberg,2019-02-18 11:58,23.98,9369010000000
West Patrickchester,2019-04-07 17:41,33.9,3859130000000
Justinberg,2019-04-04 23:19,19.38,3733960000000
Lake Jonathanshire,2019-04-16 20:26,32.47,1013870000000
Karenside,2019-03-04 20:36,25.21,9107960000000
North Madeline,2019-02-04 18:56,9.84,9479830000000
West Josephberg,2019-03-30 1:27,25.19,7575790000000
West Christopherberg,2019-05-01 12:39,39.8,5350290000000
Lake Scottton,2019-04-19 21:32,37.67,5487290000000
Simpsonburgh,2019-05-04 11:41,33.11,2860860000000
South Karenland,2019-01-23 5:56,22.54,906736000000
South Evanton,2019-02-26 6:48,7.81,741939000000
New Paulville,2019-01-02 20:52,33.08,2368540000000
Carriemouth,2019-03-08 9:53,37.81,7350660000000
North Madeline,2019-03-01 4:34,20.8,1575100000000
West Heidi,2019-01-17 9:28,24.19,8798100000000
Amandaburgh,2019-01-13 16:04,23.35,9975080000000
Valentineton,2019-03-06 4:48,38.88,2762940000000
South Phillip,2019-03-23 16:36,40.07,2307850000000
West Angela,2019-02-22 4:05,23.09,5991670000000
Erikaland,2019-04-25 11:18,34.05,5673820000000
Loganberg,2019-04-23 9:19,32.4,2448430000000
West Heidi,2019-01-01 5:23,10.75,6571510000000
South Michelleport,2019-01-27 13:10,30.16,3948530000000
Christopherfurt,2019-03-15 10:22,34.09,1264520000000
North Markport,2019-04-06 2:16,18.15,7268610000000
West Anthony,2019-02-10 9:16,38.54,8950010000000
South Phillip,2019-04-16 22:02,24.63,7860900000000
South Phillip,2019-01-07 2:17,6.54,197654000000
Williamsview,2019-03-02 22:23,25.15,5050610000000
Port Frank,2019-01-05 18:22,35.35,1918780000000
West Angela,2019-03-18 15:57,13.06,7206620000000
Liumouth,2019-04-14 14:58,25.28,7891750000000
Port Frank,2019-05-03 20:22,21.11,9063920000000
Jerryton,2019-03-04 14:14,22.91,3498910000000
Richardfort,2019-03-06 12:53,8.28,5127600000000
Lake Danielberg,2019-01-14 22:04,24.14,7958890000000
South Evanton,2019-01-17 2:00,34.55,3373260000000
Williamsview,2019-01-25 0:47,41.17,4838880000000
South Jack,2019-01-29 20:13,43.12,6046700000000
Justinberg,2019-02-13 23:56,10.18,3143510000000
Liumouth,2019-04-29 6:57,23.99,819442000000
South Jack,2019-01-09 20:31,21.13,6055920000000
South Michelleport,2019-03-29 8:33,11.06,9979820000000
Hurleymouth,2019-02-23 1:34,31.97,1990080000000
West Samuelburgh,2019-02-22 22:11,17.35,3943010000000
North Barbara,2019-04-09 17:12,6.68,2535410000000
Royland,2019-01-20 12:13,6.66,4292340000000
Lake Scottton,2019-04-08 11:19,44.03,9052900000000
Raymondhaven,2019-04-30 19:54,29.84,7628280000000
Lake Scottton,2019-05-08 13:10,18.04,5616260000000
Martinezhaven,2019-05-07 5:55,6.89,3266250000000
Lake Scottton,2019-02-08 17:29,34.95,7928830000000
Richardfort,2019-02-05 16:12,42.22,4051090000000
West Josephberg,2019-04-11 3:53,18.65,6034780000000
New Paulville,2019-03-05 15:43,23.75,9558030000000
South Phillip,2019-05-07 2:52,36.51,2373460000000
South Karenland,2019-03-22 4:17,15.54,1305520000000
Valentineton,2019-01-22 2:15,17.74,6348950000000
South Evanton,2019-05-07 12:30,34.03,3182590000000
Pattyland,2019-04-19 12:57,4.55,6863690000000
Port Samanthamouth,2019-03-15 9:03,5.62,6911790000000
East Kaylahaven,2019-01-11 10:41,8.02,9778560000000
North Madeline,2019-02-27 11:42,36.87,9531910000000
Richardfort,2019-04-04 15:04,16.35,6077910000000
South Michelleport,2019-02-11 8:12,28.03,3129310000000
Port Johnbury,2019-01-21 5:10,32.68,277259000000
Liumouth,2019-01-18 15:26,20.68,984552000000
South Evanton,2019-04-08 1:01,5.62,1336030000000
Richardfort,2019-03-05 16:00,4.85,3291540000000
New Jacobville,2019-02-07 11:07,26.09,3517700000000
East Kaylahaven,2019-02-04 2:25,38.13,2889300000000
Williamsstad,2019-01-20 18:47,18.79,5023160000000
Lake Jonathanshire,2019-04-11 19:49,25.92,8533810000000
Port Samanthamouth,2019-04-25 3:29,9.44,4793950000000
South Karenland,2019-03-30 1:56,20.21,2903440000000
West Christopherberg,2019-03-10 22:42,7.98,5729360000000
Lake Scottton,2019-03-29 13:33,35.36,3706310000000
East Kaylahaven,2019-01-24 16:52,31.4,7430410000000
Raymondhaven,2019-04-04 6:46,41.45,2893200000000
Port Frank,2019-03-19 15:21,22.63,9908380000000
New Paulville,2019-04-24 2:25,13.32,8564320000000
Karenberg,2019-04-30 21:38,5.7,7644520000000
Barajasview,2019-03-24 6:34,12.24,766512000000
North Jason,2019-02-10 6:34,25.36,8594850000000
Barajasview,2019-04-18 8:44,12.35,6122260000000
New Kimberlyborough,2019-04-03 20:23,33.74,6329060000000
West Samuelburgh,2019-01-31 17:10,9.67,8851670000000
West Heidi,2019-03-21 0:26,9.06,6618750000000
Port Frank,2019-01-16 22:42,11.97,8711330000000
West Samuelburgh,2019-04-08 12:38,14.52,2480520000000
West Gabriel,2019-05-01 4:34,8.67,425758000000
Loganberg,2019-04-18 11:16,16.36,4728840000000
West Josephberg,2019-05-07 10:11,29.66,261962000000
South Michelleport,2019-02-02 11:56,12.77,1407380000000
Christopherfurt,2019-04-14 3:24,39.91,253266000000
Justinberg,2019-04-14 23:08,7.75,8860060000000
South Michelleport,2019-03-12 9:06,25.1,7109080000000
West Angela,2019-04-10 17:06,31.03,3524340000000
South Karenland,2019-02-02 14:50,10.54,4511040000000
Carriemouth,2019-05-04 10:28,41.54,1102330000000
Pattyland,2019-01-09 8:20,41.04,3525500000000
West Samuelburgh,2019-03-04 12:38,28.18,9684550000000
North Barbara,2019-02-03 23:57,11.54,5814430000000
Jerryton,2019-02-20 18:45,28.24,4147220000000
Leahton,2019-03-06 20:26,14.87,3839890000000
North Jasmine,2019-02-06 19:23,9.12,3928980000000
South Karenland,2019-01-03 6:18,39.16,5488600000000
Grahamburgh,2019-03-19 14:30,33.14,4377430000000
West Robert,2019-03-29 4:22,17.53,8336700000000
Williamsview,2019-02-18 2:31,18.75,4148430000000
Barajasview,2019-01-04 9:32,12.25,1657110000000
Williamsview,2019-01-01 14:40,5.42,5676170000000
West Ericstad,2019-02-05 15:30,30.89,2464030000000
Lake Danielberg,2019-01-05 17:44,28.79,9792090000000
Barajasview,2019-03-29 1:02,29.55,3838350000000
Liumouth,2019-03-03 5:13,26.6,4278970000000
West Patrickchester,2019-03-06 0:02,31.33,2574120000000
Lake Scottton,2019-01-13 13:34,24.81,395503000000
Liumouth,2019-01-04 21:06,34.77,8500620000000
Williamsstad,2019-01-03 10:03,17.16,28294640252
Lake Danielberg,2019-02-04 17:32,24.49,859545000000
Justinberg,2019-02-28 21:39,14.4,1131860000000
Jerryton,2019-03-07 5:24,15.82,8112350000000
New Jacobville,2019-03-12 14:47,28.12,3354770000000
Loganberg,2019-01-03 6:49,34.42,237725000000
West Patrickchester,2019-03-02 20:29,25.28,8920710000000
South Evanton,2019-01-02 6:55,16.96,9407700000000
North Markport,2019-05-04 15:30,28.93,1471660000000
Port Angela,2019-04-02 22:13,25.84,8022440000000
Richardfort,2019-04-14 11:56,43.01,7636010000000
Rogerston,2019-01-27 19:45,13.4,9764360000000
East Kaylahaven,2019-02-11 21:07,4.75,9782980000000
Raymondhaven,2019-02-28 5:23,21.78,1853830000000
Loganberg,2019-02-20 9:42,41.16,4360660000000
South Jack,2019-02-17 9:55,18.08,3666660000000
West Ericstad,2019-05-05 0:44,7.76,8379000000000
Port Frank,2019-02-21 18:44,19.81,2185140000000
Simpsonburgh,2019-01-23 20:35,39.95,1108660000000
Simpsonburgh,2019-01-08 5:59,13.01,9413350000000
South Evanton,2019-02-08 18:08,38.21,56240519093
Loganberg,2019-03-30 21:22,40.8,3172020000000
New Paulville,2019-03-08 15:08,18.35,3736130000000
East Kaylahaven,2019-04-30 8:22,37.41,1759790000000
West Gabriel,2019-01-31 2:31,6.8,1042280000000
South Phillip,2019-03-15 8:24,22.28,6023730000000
Richardfort,2019-01-21 23:20,10.91,3567610000000
Williamsview,2019-03-22 22:31,15.85,8549530000000
West Patrickchester,2019-02-16 2:15,12.15,9177370000000
North Jason,2019-05-07 20:05,24.2,3915680000000
Karenberg,2019-04-13 5:14,23.73,405641000000
East Kaylahaven,2019-03-24 13:53,32.21,6710060000000
Lake Jonathanshire,2019-04-09 21:41,15.96,577276000000
Williamsstad,2019-03-12 11:08,13.79,5771640000000
Deanville,2019-01-28 3:13,31.65,649770000000
South Latoya,2019-02-25 23:06,25.87,4911560000000
South Karenland,2019-02-26 13:01,38.05,445164000000
Justinberg,2019-01-27 7:35,28.41,3494880000000
South Michelleport,2019-04-21 15:29,36.47,3394690000000
Lake Jonathanshire,2019-01-16 9:27,26.27,3267660000000
Jerryton,2019-03-25 12:14,9.64,9483700000000
Grahamburgh,2019-02-23 14:58,41.98,3687570000000
South Karenland,2019-02-26 20:40,35.61,8413970000000
Johnton,2019-04-29 7:50,17.89,1266250000000
Justinberg,2019-01-24 19:32,38.79,1687190000000
Grahamburgh,2019-02-02 3:52,22.53,6583080000000
North Markport,2019-01-17 11:37,8.68,930356000000
Port Samanthamouth,2019-01-01 21:04,11.71,1849660000000
West Angela,2019-04-11 6:59,29.06,713854000000
Port David,2019-03-03 11:38,13.41,6413540000000
Christopherfurt,2019-02-23 8:31,15.61,8295290000000
Lake Scottton,2019-02-27 7:09,9.43,8167810000000
Valentineton,2019-01-03 5:56,37.4,4181290000000
Jerryton,2019-02-19 13:59,21.27,2523550000000
Reynoldsfurt,2019-03-21 17:25,11.97,9406110000000
Hurleymouth,2019-02-24 15:39,8.33,2051790000000
South Latoya,2019-03-13 1:15,16.01,2755060000000
North Jasmine,2019-03-21 18:31,39.02,7925530000000
Richardfort,2019-03-16 23:00,21.39,237473000000
Roberthaven,2019-05-03 5:43,42.15,2593370000000
South Michelleport,2019-01-05 5:57,39.9,6107070000000
Port Johnbury,2019-01-15 18:45,40.32,2121000000000
Loganberg,2019-01-31 15:03,20.36,1816760000000
Robertport,2019-04-30 23:36,14.81,1468740000000
South Michelleport,2019-02-27 2:00,10.4,6475100000000
New Jacobville,2019-03-03 5:28,41.39,3091550000000
Martinezhaven,2019-04-12 6:49,11.55,9306300000000
West Gabriel,2019-04-08 21:34,13.31,8629910000000
South Jack,2019-04-10 1:23,29.97,6134960000000
New Paulville,2019-01-05 8:35,21.57,3713140000000
Royland,2019-01-11 9:50,18.42,5578370000000
Roberthaven,2019-01-15 21:25,30.42,5912510000000
Justinberg,2019-03-12 16:33,24.41,3085650000000
West Angela,2019-02-21 8:28,40.55,1832100000000
North Madeline,2019-01-30 18:20,16.5,8651910000000
Port Angela,2019-02-03 6:01,6.42,9465220000000
North Jason,2019-03-30 6:31,12.04,6617570000000
West Patrickchester,2019-04-18 11:41,29.12,8009820000000
North Jason,2019-03-27 19:19,30.66,3371330000000
West Anthony,2019-02-03 18:24,19.66,2909280000000
Liumouth,2019-04-29 19:55,32.1,2696750000000
Martinezhaven,2019-04-13 19:46,40.2,8856600000000
West Josephberg,2019-01-12 12:45,5.77,5094740000000
Simpsonburgh,2019-01-05 16:36,39.44,252492000000
New Paulville,2019-01-05 17:16,44.68,3084380000000
Christopherfurt,2019-02-04 12:11,41.12,807740000000
Johnton,2019-03-15 21:16,30.27,1604980000000
South Jack,2019-02-06 12:17,7.71,6332020000000
Joneschester,2019-03-28 7:41,7.56,4606110000000
Lake Danielberg,2019-02-23 13:51,9.25,8304100000000
Port Frank,2019-01-18 11:45,19.98,4493440000000
Lake Jonathanshire,2019-01-21 12:12,37.25,2966540000000
Rogerston,2019-03-07 12:09,27.26,9445960000000
South Karenland,2019-01-02 21:27,19.57,7272200000000
West Gabriel,2019-01-15 18:25,11.71,3842430000000
West Gabriel,2019-01-12 16:34,31.98,2986880000000
Robertport,2019-03-17 22:50,14.61,8501450000000
West Christopherberg,2019-04-03 12:01,33.03,1478760000000
Lake Scottton,2019-04-02 21:10,43.2,3927210000000
West Christopherberg,2019-02-07 1:24,10.91,3730800000000
West Anthony,2019-04-18 8:11,11.2,3221740000000
Robertport,2019-04-16 9:48,36.11,5886550000000
Erikaland,2019-03-27 8:27,26.25,4808800000000
Williamsview,2019-01-17 4:00,32.29,7451580000000
West Robert,2019-01-30 11:32,43.02,7200180000000
Hurleymouth,2019-02-06 0:10,32.93,4140230000000
New Paulton,2019-02-21 2:37,27.56,3954580000000
Deanville,2019-01-07 19:34,21.5,9422000000000
Karenside,2019-01-12 1:28,37.73,1873050000000
New Paulton,2019-03-12 13:53,38.26,79314274773
Port Samanthamouth,2019-04-09 20:55,24.99,6743230000000
South Phillip,2019-05-03 11:43,8.3,8580230000000
Lake Danielberg,2019-02-06 4:11,29.96,2332000000000
Martinezhaven,2019-02-06 10:58,40.29,4665190000000
Pattyland,2019-04-12 11:58,28.65,6924230000000
Port Johnbury,2019-02-05 16:04,7.44,3008330000000
Richardfort,2019-03-22 4:41,16.35,5934240000000
Valentineton,2019-02-17 19:23,37.19,5020450000000
Rodneyfort,2019-04-19 9:46,35.79,9917200000000
West Christopherberg,2019-04-19 4:53,22.86,9748850000000
Valentineton,2019-03-08 7:57,43.59,5859670000000
New Jacobville,2019-02-21 8:59,40.05,3017980000000
Joneschester,2019-05-05 2:00,21.74,2729180000000
Johnton,2019-01-14 10:53,19.68,8534360000000
West Heidi,2019-01-29 8:17,38.68,4818940000000
West Christopherberg,2019-04-11 14:46,4.88,7740850000000
West Angela,2019-03-17 9:42,23.45,7766330000000
South Evanton,2019-01-09 15:10,40.73,6529650000000
West Gabriel,2019-01-23 5:22,40.17,9157930000000
Carriemouth,2019-04-05 2:03,38.17,8161200000000
West Ericstad,2019-03-18 15:28,23.62,6209240000000
North Jasmine,2019-04-22 15:53,6.49,1617290000000
Martinezhaven,2019-04-30 0:42,36.07,1517730000000
West Gabriel,2019-02-17 7:39,17.03,4385810000000
Liumouth,2019-03-06 4:42,37.4,602124000000
Roberthaven,2019-05-02 21:36,21.8,3456710000000
West Angela,2019-02-21 12:29,27.68,791846000000
West Robert,2019-02-01 11:37,30.94,218488000000
Carriemouth,2019-04-27 20:41,8.28,451752000000
North Jason,2019-01-08 23:32,10.74,1777360000000
West Angela,2019-04-13 21:50,28.75,3697510000000
Reynoldsfurt,2019-02-03 10:14,6.34,5560690000000
Lake Jonathanshire,2019-04-11 21:32,22.48,3505460000000
New Kimberlyborough,2019-02-05 11:23,18.02,3979120000000
Jerryton,2019-03-23 8:27,37.89,4275220000000
Joneschester,2019-03-04 18:00,41.65,9830270000000
Lake Jonathanshire,2019-02-16 1:49,17.58,3641780000000
Richardfort,2019-01-03 1:06,5.32,3268840000000
